tmdbId,title,clean_overview
19155,Пред дождот,circularity violence seen story circles macedonia war bosnia christians hunt ethnic albanian girl may murdered one young monk taken vow silence offers protection london photographic editor pregnant needs talk estranged husband chooses toney restaurant
76,Before Sunrise,young man woman meet train europe wind spending one evening together vienna unfortunately know probably night together
11017,Billy Madison,billy madison 27 son bryan madison rich man made living hotel industry billy stands inherit father empire make 12 grades 2 weeks per grade prove takes run family business
37141,The Babysitter,jennifer alicia silverstone lovely teen hired kids harry tucker walsh wife dolly lee garlington tuckers go party proceed get inebriated tucker fantasizing beautiful baby sitter meanwhile jack jeremy london boyfriend mark nicky katt another guy interested decide spy jennifer tucker house young man also fixated
9382,Boys on the Side,breaking girlfriend nightclub singer jane answers personal ad robin real estate agent aids seeking travel partner journey new york city los angeles two stop pittsburgh pick jane friend holly trying escape abusive relationship three distinct personalities women must overcome differences help one another
6715,The Cure,erik loner finds friend dexter boy aids vow find cure aids together save dexter life eventful summer
18256,Castle Freak,john inherited castle italy moves wife susan blind daughter rebecca realize somebody else castle abused child left die basement become castle freak wreak havoc
22625,Circle of Friends,three girlhood friends college share first loves first kisses first betrayals center boy campus dreamer hook biggest fish pond
2292,Clerks,convenience video store clerks dante randal bored minds needling customers counter jockeys play hockey roof visit funeral home deal love lives
1909,Don Juan DeMarco,john arnold demarco man believes juan greatest lover world clad cape mask demarco undergoes psychiatric treatment jack mickler cure apparent delusion psychiatric sessions unexpected effect psychiatric staff profoundly dr mickler rekindles romance complacent marriage
8984,Disclosure,computer specialist sued sexual harassment former lover turned boss initiated act forcefully threatens career personal life
4954,Drop Zone,daring prison break airliner feet leaves marshal pete nessip mourning brother gunning revenge ordered turn badge seeks jessie crossman noted skydiver offers sponsor crew annual independence day parachuting show washington trains meanwhile mastermind behind jailbreak planning daring computer theft independence day
62488,Destiny Turns on the Radio,johnny destiny burns las vegas hot plymouth roadrunner stopping pick stranger stranded desert things always seem anything happen town many possibilities especially since weird electrical disturbances stranger fresh prison tries put life back together recover money old bank heist girl lost job something keeps interfering plans fate destiny
10531,Death and the Maiden,political activist convinced guest man tortured government
11929,Dolores Claiborne,dolores claiborne accused killing abusive husband twenty years ago court findings inconclusive allowed walk free accused killing employer vera donovan time witness place scene crime things look bad dolores daughter selena successful manhattan magazine writer returns cover story
8467,Dumb and Dumber,lloyd harry two men whose stupidity really indescribable mary beautiful woman loses important suitcase money leaves aspen two friends found suitcase decide return adventures finally get aspen using lost money live fight mary heart
10451,飲食男女,retired widowed chinese master chef chu family live modern day taipei taiwan lives three attractive daughters unattached soon daughters encounter new men lives new relationships blossom stereotypes broken living situation within family changes since family difficulty expressing love intricate preparation banquet quality dishes sunday dinners surrogate familial feelings
